id,capacidad,estilo,servicios_tipo
62219,178,Salsa,bar
62220,92,Salsa,bar
62221,94,Bachata,bar
62222,64,Bachata,bar
62223,101,Baladas,bar
62224,155,Jazz,bar
62225,123,Salsa,bar
62226,12,Jazz,bar
62227,132,Crossover,bar
62228,93,Baladas,bar
62229,101,Bachata,bar
62230,143,Bachata,bar
62231,76,Crossover,bar
62232,54,Bachata,bar
62233,180,Baladas,bar
62234,191,Baladas,bar
62235,144,Salsa,bar
62236,81,Salsa,bar
62237,19,Jazz,bar
62238,141,Bachata,bar
62239,150,Crossover,bar
62240,125,Jazz,bar
62241,187,Baladas,bar
62242,32,Jazz,bar
62243,114,Salsa,bar
62244,31,Baladas,bar
62245,87,Crossover,bar
62246,138,Crossover,bar
62247,57,Salsa,bar
62248,164,Salsa,bar
62249,126,Crossover,bar
62250,191,Crossover,bar
62251,122,Baladas,bar
62252,11,Salsa,bar
62253,106,Salsa,bar
62254,50,Salsa,bar
62255,143,Jazz,bar
62256,75,Baladas,bar
62257,101,Baladas,bar
62258,138,Jazz,bar
62259,13,Salsa,bar
62260,145,Salsa,bar
62261,60,Salsa,bar
62262,123,Bachata,bar
62263,159,Crossover,bar
62264,71,Jazz,bar
62265,57,Salsa,bar
62266,38,Baladas,bar
62267,187,Salsa,bar
62268,68,Bachata,bar
62269,78,Bachata,bar
62270,140,Crossover,bar
62271,183,Bachata,bar
62272,67,Crossover,bar
62273,12,Salsa,bar
62274,32,Bachata,bar
62275,130,Salsa,bar
62276,92,Crossover,bar
62277,128,Jazz,bar
62278,40,Baladas,bar
62279,58,Crossover,bar
62280,43,Crossover,bar
62281,129,Bachata,bar
62282,54,Baladas,bar
62283,174,Salsa,bar
62284,189,Crossover,bar
62285,131,Jazz,bar
62286,83,Bachata,bar
62287,68,Bachata,bar
62288,99,Salsa,bar
62289,46,Bachata,bar
62290,159,Crossover,bar
62291,190,Baladas,bar
62292,144,Salsa,bar
62293,184,Crossover,bar
62294,66,Jazz,bar
62295,138,Jazz,bar
62296,15,Bachata,bar
62297,157,Salsa,bar
62298,146,Bachata,bar
62299,92,Crossover,bar
62300,123,Jazz,bar
62301,194,Bachata,bar
62302,141,Jazz,bar
62303,120,Bachata,bar
62304,50,Bachata,bar
62305,125,Baladas,bar
62306,147,Salsa,bar
62307,12,Jazz,bar
62308,67,Bachata,bar
62309,157,Salsa,bar
62310,188,Salsa,bar
62311,112,Bachata,bar
62312,20,Salsa,bar
62313,174,Jazz,bar
62314,188,Bachata,bar
62315,58,Jazz,bar
62316,145,Crossover,bar
62317,167,Salsa,bar
62318,115,Salsa,bar
62319,88,Baladas,bar
62320,128,Salsa,bar
62321,64,Crossover,bar
62322,123,Bachata,bar
62323,171,Baladas,bar
62324,109,Salsa,bar
62325,50,Crossover,bar
62326,82,Salsa,bar
62327,174,Bachata,bar
62328,117,Jazz,bar
62329,137,Jazz,bar
62330,52,Jazz,bar
62331,148,Jazz,bar
62332,168,Jazz,bar
62333,27,Salsa,bar
62334,31,Baladas,bar
62335,74,Baladas,bar
62336,166,Bachata,bar
62337,155,Jazz,bar
62338,175,Crossover,bar
62339,82,Salsa,bar
62340,31,Jazz,bar
62341,33,Salsa,bar
62342,81,Salsa,bar
62343,156,Salsa,bar
62344,90,Jazz,bar
62345,72,Baladas,bar
62346,185,Crossover,bar
62347,105,Baladas,bar
62348,18,Salsa,bar
62349,92,Baladas,bar
62350,88,Crossover,bar
62351,40,Baladas,bar
62352,161,Baladas,bar
62353,66,Bachata,bar
62354,106,Bachata,bar
62355,120,Baladas,bar
62356,73,Bachata,bar
62357,54,Crossover,bar
62358,198,Crossover,bar
62359,186,Crossover,bar
62360,82,Crossover,bar
62361,66,Crossover,bar
62362,81,Salsa,bar
62363,120,Jazz,bar
62364,154,Salsa,bar
62365,176,Crossover,bar
62366,176,Salsa,bar
62367,145,Jazz,bar
62368,39,Bachata,bar
62369,45,Crossover,bar
62370,137,Crossover,bar
62371,56,Jazz,bar
62372,131,Crossover,bar
62373,52,Baladas,bar
62374,85,Baladas,bar
62375,91,Bachata,bar
62376,138,Bachata,bar
62377,186,Bachata,bar
62378,160,Baladas,bar
62379,32,Salsa,bar
62380,41,Baladas,bar
62381,71,Bachata,bar
62382,136,Baladas,bar
62383,77,Crossover,bar
62384,170,Jazz,bar
62385,121,Jazz,bar
62386,56,Bachata,bar
62387,79,Bachata,bar
62388,89,Crossover,bar
62389,148,Bachata,bar
62390,133,Jazz,bar
62391,41,Crossover,bar
62392,28,Crossover,bar
62393,31,Bachata,bar
62394,40,Baladas,bar
62395,36,Bachata,bar
62396,78,Crossover,bar
62397,33,Jazz,bar
62398,82,Salsa,bar
62399,143,Salsa,bar
62400,186,Baladas,bar
62401,71,Baladas,bar
62402,154,Baladas,bar
62403,170,Jazz,bar
62404,182,Crossover,bar
62405,18,Baladas,bar
62406,146,Jazz,bar
62407,31,Crossover,bar
62408,126,Salsa,bar
62409,181,Bachata,bar
62410,179,Crossover,bar
62411,38,Bachata,bar
62412,66,Crossover,bar
62413,104,Bachata,bar
62414,123,Baladas,bar
62415,196,Salsa,bar
62416,94,Crossover,bar
62417,48,Bachata,bar
62418,164,Bachata,bar
62419,126,Salsa,bar
62420,51,Bachata,bar
62421,73,Baladas,bar
62422,36,Salsa,bar
62423,157,Crossover,bar
62424,172,Jazz,bar
62425,114,Bachata,bar
62426,152,Crossover,bar
62427,68,Jazz,bar
62428,106,Baladas,bar
62429,183,Salsa,bar
62430,170,Jazz,bar
62431,40,Bachata,bar
62432,117,Jazz,bar
62433,87,Bachata,bar
62434,155,Salsa,bar
62435,130,Baladas,bar
62436,92,Salsa,bar
62437,48,Jazz,bar
62438,135,Baladas,bar
62439,198,Salsa,bar
62440,168,Jazz,bar
62441,35,Baladas,bar
62442,61,Crossover,bar
62443,50,Crossover,bar
62444,37,Crossover,bar
62445,150,Salsa,bar
62446,87,Jazz,bar
62447,173,Crossover,bar
62448,139,Jazz,bar
62449,175,Bachata,bar
62450,95,Crossover,bar
62451,20,Crossover,bar
62452,91,Salsa,bar
62453,157,Salsa,bar
62454,33,Baladas,bar
62455,105,Bachata,bar
62456,164,Baladas,bar
62457,54,Jazz,bar
62458,58,Jazz,bar
62459,32,Crossover,bar
62460,143,Crossover,bar
62461,158,Baladas,bar
62462,122,Salsa,bar
62463,155,Bachata,bar
62464,47,Crossover,bar
62465,106,Bachata,bar
62466,102,Bachata,bar
62467,46,Salsa,bar
62468,94,Jazz,bar
62469,151,Jazz,bar
62470,26,Salsa,bar
62471,20,Baladas,bar
62472,185,Jazz,bar
62473,188,Crossover,bar
62474,84,Baladas,bar
62475,99,Bachata,bar
62476,83,Baladas,bar
62477,90,Crossover,bar
62478,12,Crossover,bar
62479,12,Jazz,bar
62480,56,Jazz,bar
62481,138,Salsa,bar
62482,107,Bachata,bar
62483,140,Baladas,bar
62484,125,Bachata,bar
62485,93,Baladas,bar
62486,177,Baladas,bar
62487,138,Salsa,bar
62488,112,Bachata,bar
62489,73,Salsa,bar
62490,184,Bachata,bar
62491,105,Bachata,bar
62492,57,Jazz,bar
62493,128,Bachata,bar
62494,155,Bachata,bar
62495,57,Crossover,bar
62496,52,Crossover,bar
62497,106,Jazz,bar
62498,100,Jazz,bar
62499,67,Jazz,bar
62500,21,Salsa,bar
62501,77,Baladas,bar
62502,174,Jazz,bar
62503,52,Salsa,bar
62504,20,Salsa,bar
62505,42,Crossover,bar
62506,12,Baladas,bar
62507,166,Jazz,bar
62508,101,Baladas,bar
62509,56,Bachata,bar
62510,112,Bachata,bar
62511,95,Baladas,bar
62512,158,Crossover,bar
62513,160,Baladas,bar
62514,57,Jazz,bar
62515,26,Bachata,bar
62516,97,Bachata,bar
62517,164,Salsa,bar
62518,35,Crossover,bar
62519,112,Salsa,bar
62520,12,Salsa,bar
62521,74,Bachata,bar
62522,164,Baladas,bar
62523,132,Bachata,bar
62524,109,Salsa,bar
62525,101,Salsa,bar
62526,196,Crossover,bar
62527,130,Bachata,bar
62528,102,Crossover,bar
62529,27,Crossover,bar
62530,164,Baladas,bar
62531,166,Salsa,bar
62532,16,Baladas,bar
62533,145,Baladas,bar
62534,135,Salsa,bar
62535,169,Bachata,bar
62536,165,Bachata,bar
62537,152,Jazz,bar
62538,95,Crossover,bar
62539,126,Bachata,bar
62540,192,Baladas,bar
62541,172,Salsa,bar
62542,47,Crossover,bar
62543,172,Crossover,bar
62544,33,Baladas,bar
62545,105,Jazz,bar
62546,175,Crossover,bar
62547,25,Baladas,bar
62548,108,Baladas,bar
62549,30,Jazz,bar
62550,71,Crossover,bar
62551,181,Salsa,bar
62552,179,Crossover,bar
62553,15,Jazz,bar
62554,38,Crossover,bar
62555,131,Baladas,bar
62556,192,Baladas,bar
62557,150,Baladas,bar
62558,60,Salsa,bar
62559,170,Baladas,bar
62560,119,Bachata,bar
62561,100,Crossover,bar
62562,81,Salsa,bar
62563,60,Crossover,bar
62564,128,Salsa,bar
62565,77,Crossover,bar
62566,183,Salsa,bar
62567,77,Baladas,bar
62568,189,Salsa,bar
62569,152,Crossover,bar
62570,80,Crossover,bar
62571,197,Baladas,bar
62572,65,Jazz,bar
62573,82,Baladas,bar
62574,73,Jazz,bar
62575,128,Jazz,bar
62576,83,Salsa,bar
62577,142,Jazz,bar
62578,173,Salsa,bar
62579,16,Crossover,bar
62580,192,Baladas,bar
62581,44,Bachata,bar
62582,182,Salsa,bar
62583,30,Crossover,bar
62584,186,Salsa,bar
62585,117,Crossover,bar
62586,26,Crossover,bar
62587,160,Jazz,bar
62588,103,Baladas,bar
62589,15,Jazz,bar
62590,95,Jazz,bar
62591,172,Crossover,bar
62592,170,Baladas,bar
62593,100,Jazz,bar
62594,44,Bachata,bar
62595,29,Baladas,bar
62596,144,Bachata,bar
62597,55,Crossover,bar
62598,100,Jazz,bar
62599,19,Jazz,bar
62600,39,Bachata,bar
62601,178,Salsa,bar
62602,195,Jazz,bar
62603,103,Salsa,bar
62604,145,Bachata,bar
62605,187,Bachata,bar
62606,17,Jazz,bar
62607,193,Salsa,bar
62608,54,Baladas,bar
62609,140,Baladas,bar
62610,97,Baladas,bar
62611,123,Baladas,bar
62612,153,Salsa,bar
62613,172,Baladas,bar
62614,131,Crossover,bar
62615,108,Baladas,bar
62616,25,Bachata,bar
62617,76,Bachata,bar
62618,39,Crossover,bar
62619,27,Bachata,bar
62620,78,Salsa,bar
62621,198,Jazz,bar
62622,58,Crossover,bar
62623,42,Baladas,bar
62624,119,Crossover,bar
62625,103,Jazz,bar
62626,101,Bachata,bar
62627,59,Bachata,bar
62628,83,Baladas,bar
62629,118,Crossover,bar
62630,117,Jazz,bar
62631,80,Salsa,bar
62632,105,Baladas,bar
62633,118,Baladas,bar
62634,145,Salsa,bar
62635,79,Jazz,bar
62636,77,Jazz,bar
62637,146,Jazz,bar
62638,186,Salsa,bar
62639,105,Baladas,bar
62640,140,Crossover,bar
62641,163,Baladas,bar
62642,171,Baladas,bar
62643,41,Salsa,bar
62644,113,Baladas,bar
62645,179,Jazz,bar
62646,153,Crossover,bar
62647,99,Jazz,bar
62648,82,Baladas,bar
62649,175,Bachata,bar
62650,135,Bachata,bar
62651,188,Bachata,bar
62652,115,Jazz,bar
62653,54,Bachata,bar
62654,146,Bachata,bar
62655,128,Crossover,bar
62656,95,Salsa,bar
62657,130,Bachata,bar
62658,39,Jazz,bar
62659,76,Salsa,bar
62660,57,Crossover,bar
62661,31,Salsa,bar
62662,189,Crossover,bar
62663,115,Crossover,bar
62664,131,Baladas,bar
62665,70,Salsa,bar
62666,58,Baladas,bar
62667,71,Bachata,bar
62668,133,Salsa,bar
62669,27,Jazz,bar
62670,20,Jazz,bar
62671,116,Jazz,bar
62672,112,Jazz,bar
62673,75,Salsa,bar
62674,18,Baladas,bar
62675,15,Baladas,bar
62676,121,Baladas,bar
62677,94,Jazz,bar
62678,149,Jazz,bar
62679,146,Salsa,bar
62680,94,Baladas,bar
62681,180,Salsa,bar
62682,123,Crossover,bar
62683,52,Bachata,bar
62684,160,Crossover,bar
62685,151,Baladas,bar
62686,17,Salsa,bar
62687,113,Jazz,bar
62688,169,Bachata,bar
62689,157,Jazz,bar
62690,123,Bachata,bar
62691,152,Salsa,bar
62692,69,Baladas,bar
62693,26,Baladas,bar
62694,48,Jazz,bar
62695,155,Crossover,bar
62696,189,Jazz,bar
62697,177,Crossover,bar
62698,161,Baladas,bar
62699,139,Jazz,bar
62700,56,Jazz,bar
62701,178,Crossover,bar
62702,136,Bachata,bar
62703,67,Jazz,bar
62704,127,Bachata,bar
62705,31,Baladas,bar
62706,69,Salsa,bar
62707,40,Jazz,bar
62708,16,Bachata,bar
62709,166,Baladas,bar
62710,179,Jazz,bar
62711,84,Jazz,bar
62712,141,Jazz,bar
62713,186,Crossover,bar
62714,21,Bachata,bar
62715,29,Jazz,bar
62716,100,Bachata,bar
62717,129,Salsa,bar
62718,49,Baladas,bar
62719,28,Jazz,bar
62720,145,Baladas,bar
62721,181,Jazz,bar
62722,73,Baladas,bar
62723,37,Salsa,bar
62724,186,Bachata,bar
62725,90,Baladas,bar
62726,41,Jazz,bar
62727,98,Baladas,bar
62728,66,Crossover,bar
62729,87,Bachata,bar
62730,176,Baladas,bar
62731,180,Bachata,bar
62732,29,Crossover,bar
62733,176,Baladas,bar
62734,66,Baladas,bar
62735,186,Crossover,bar
62736,197,Salsa,bar
62737,200,Bachata,bar
62738,63,Bachata,bar
62739,188,Bachata,bar
62740,152,Crossover,bar
62741,84,Jazz,bar
62742,107,Bachata,bar
62743,110,Bachata,bar
62744,55,Salsa,bar
62745,111,Bachata,bar
62746,44,Baladas,bar
62747,189,Baladas,bar
62748,81,Crossover,bar
62749,66,Crossover,bar
62750,161,Jazz,bar
62751,153,Salsa,bar
62752,118,Jazz,bar
62753,139,Baladas,bar
62754,163,Crossover,bar
62755,116,Bachata,bar
62756,48,Crossover,bar
62757,194,Salsa,bar
62758,67,Crossover,bar
62759,199,Baladas,bar
62760,84,Crossover,bar
62761,193,Salsa,bar
62762,55,Salsa,bar
62763,118,Salsa,bar
62764,21,Bachata,bar
62765,134,Jazz,bar
62766,84,Salsa,bar
62767,189,Salsa,bar
62768,74,Crossover,bar
62769,148,Jazz,bar
62770,148,Jazz,bar
62771,74,Jazz,bar
62772,86,Salsa,bar
62773,81,Salsa,bar
62774,54,Crossover,bar
62775,191,Bachata,bar
62776,129,Jazz,bar
62777,119,Crossover,bar
62778,118,Jazz,bar
62779,126,Bachata,bar
62780,186,Bachata,bar
62781,131,Salsa,bar
62782,188,Bachata,bar
62783,159,Bachata,bar
62784,127,Jazz,bar
62785,123,Salsa,bar
62786,174,Crossover,bar
62787,115,Baladas,bar
62788,108,Jazz,bar
62789,56,Jazz,bar
62790,118,Baladas,bar
62791,21,Baladas,bar
62792,191,Jazz,bar
62793,160,Jazz,bar
62794,69,Salsa,bar
62795,154,Crossover,bar
62796,100,Jazz,bar
62797,137,Crossover,bar
62798,46,Jazz,bar
62799,174,Bachata,bar
62800,95,Salsa,bar
62801,82,Crossover,bar
62802,94,Salsa,bar
62803,196,Jazz,bar
62804,12,Crossover,bar
62805,75,Bachata,bar
62806,31,Crossover,bar
62807,80,Baladas,bar
62808,122,Crossover,bar
62809,107,Crossover,bar
62810,38,Baladas,bar
62811,15,Salsa,bar
62812,158,Crossover,bar
62813,24,Bachata,bar
62814,198,Bachata,bar
62815,123,Crossover,bar
62816,32,Bachata,bar
62817,33,Salsa,bar
62818,121,Bachata,bar
62819,20,Crossover,bar
62820,37,Bachata,bar
62821,185,Crossover,bar
62822,86,Crossover,bar
62823,157,Crossover,bar
62824,182,Bachata,bar
62825,105,Salsa,bar
62826,174,Bachata,bar
62827,58,Salsa,bar
62828,22,Salsa,bar
62829,116,Salsa,bar
62830,191,Salsa,bar
62831,141,Crossover,bar
62832,23,Salsa,bar
62833,130,Bachata,bar
62834,76,Crossover,bar
62835,78,Crossover,bar
62836,144,Salsa,bar
62837,131,Crossover,bar
62838,131,Salsa,bar
62839,24,Bachata,bar
62840,89,Salsa,bar
62841,157,Bachata,bar
62842,144,Crossover,bar
62843,175,Crossover,bar
62844,16,Crossover,bar
62845,189,Bachata,bar
62846,174,Bachata,bar
62847,116,Salsa,bar
62848,156,Jazz,bar
62849,189,Jazz,bar
62850,90,Bachata,bar
62851,163,Bachata,bar
62852,59,Salsa,bar
62853,42,Jazz,bar
62854,52,Baladas,bar
62855,134,Bachata,bar
62856,54,Crossover,bar
62857,39,Baladas,bar
62858,102,Bachata,bar
62859,135,Jazz,bar
62860,30,Jazz,bar
62861,147,Jazz,bar
62862,127,Baladas,bar
62863,183,Jazz,bar
62864,94,Baladas,bar
62865,166,Crossover,bar
62866,10,Jazz,bar
62867,81,Baladas,bar
62868,163,Jazz,bar
62869,174,Crossover,bar
62870,32,Salsa,bar
62871,42,Bachata,bar
62872,43,Crossover,bar
62873,177,Jazz,bar
62874,97,Crossover,bar
62875,187,Baladas,bar
62876,136,Baladas,bar
62877,26,Baladas,bar
62878,112,Bachata,bar
62879,152,Jazz,bar
62880,141,Bachata,bar
62881,72,Baladas,bar
62882,122,Bachata,bar
62883,107,Bachata,bar
62884,168,Salsa,bar
62885,80,Baladas,bar
62886,102,Bachata,bar
62887,94,Salsa,bar
62888,188,Salsa,bar
62889,80,Crossover,bar
62890,40,Salsa,bar
62891,150,Crossover,bar
62892,198,Salsa,bar
62893,23,Jazz,bar
62894,102,Baladas,bar
62895,28,Salsa,bar
62896,130,Salsa,bar
62897,134,Crossover,bar
62898,93,Salsa,bar
62899,188,Baladas,bar
62900,123,Baladas,bar
62901,185,Salsa,bar
62902,121,Salsa,bar
62903,80,Salsa,bar
62904,57,Baladas,bar
62905,107,Crossover,bar
62906,41,Salsa,bar
62907,156,Crossover,bar
62908,22,Crossover,bar
62909,47,Crossover,bar
62910,128,Crossover,bar
62911,169,Bachata,bar
62912,185,Baladas,bar
62913,155,Jazz,bar
62914,17,Jazz,bar
62915,148,Jazz,bar
62916,114,Crossover,bar
62917,67,Salsa,bar
62918,186,Salsa,bar
62919,60,Jazz,bar
62920,138,Bachata,bar
62921,119,Baladas,bar
62922,58,Salsa,bar
62923,182,Salsa,bar
62924,186,Jazz,bar
62925,86,Crossover,bar
62926,59,Baladas,bar
62927,40,Salsa,bar
62928,35,Crossover,bar
62929,35,Baladas,bar
62930,11,Baladas,bar
62931,198,Salsa,bar
62932,142,Salsa,bar
62933,180,Bachata,bar
62934,77,Baladas,bar
62935,13,Jazz,bar
62936,184,Crossover,bar
62937,16,Baladas,bar
62938,12,Bachata,bar
62939,30,Baladas,bar
62940,41,Crossover,bar
62941,97,Bachata,bar
62942,96,Jazz,bar
62943,28,Jazz,bar
62944,109,Baladas,bar
62945,91,Baladas,bar
62946,17,Salsa,bar
62947,177,Crossover,bar
62948,78,Baladas,bar
62949,61,Baladas,bar
62950,153,Baladas,bar
62951,53,Bachata,bar
62952,160,Bachata,bar
62953,198,Crossover,bar
62954,69,Bachata,bar
62955,57,Jazz,bar
62956,162,Jazz,bar
62957,156,Baladas,bar
62958,92,Salsa,bar
62959,19,Jazz,bar
62960,164,Bachata,bar
62961,181,Salsa,bar
62962,68,Crossover,bar
62963,136,Baladas,bar
62964,195,Jazz,bar
62965,101,Bachata,bar
62966,178,Baladas,bar
62967,17,Jazz,bar
62968,141,Bachata,bar
62969,20,Salsa,bar
62970,62,Crossover,bar
62971,75,Baladas,bar
62972,116,Bachata,bar
62973,139,Bachata,bar
62974,122,Baladas,bar
62975,83,Bachata,bar
62976,21,Salsa,bar
62977,195,Jazz,bar
62978,185,Baladas,bar
62979,184,Crossover,bar
62980,40,Salsa,bar
62981,44,Crossover,bar
62982,38,Bachata,bar
62983,176,Baladas,bar
62984,173,Crossover,bar
62985,70,Salsa,bar
62986,32,Baladas,bar
62987,109,Crossover,bar
62988,57,Crossover,bar
62989,100,Jazz,bar
62990,73,Jazz,bar
62991,57,Bachata,bar
62992,56,Bachata,bar
62993,156,Jazz,bar
62994,13,Bachata,bar
62995,81,Jazz,bar
62996,31,Jazz,bar
62997,94,Jazz,bar
62998,41,Bachata,bar
62999,146,Jazz,bar
63000,196,Jazz,bar
63001,81,Bachata,bar
63002,55,Jazz,bar
63003,125,Salsa,bar
63004,86,Salsa,bar
63005,146,Salsa,bar
63006,95,Salsa,bar
63007,82,Jazz,bar
63008,133,Jazz,bar
63009,143,Baladas,bar
63010,129,Baladas,bar
63011,114,Baladas,bar
63012,166,Crossover,bar
63013,108,Salsa,bar
63014,40,Salsa,bar
63015,42,Crossover,bar
63016,60,Bachata,bar
63017,73,Crossover,bar
63018,87,Baladas,bar
63019,190,Crossover,bar
63020,119,Jazz,bar
63021,54,Bachata,bar
63022,93,Crossover,bar
63023,154,Crossover,bar
63024,84,Baladas,bar
63025,125,Bachata,bar
63026,107,Baladas,bar
63027,50,Salsa,bar
63028,130,Bachata,bar
63029,144,Salsa,bar
63030,78,Jazz,bar
63031,61,Jazz,bar
63032,25,Bachata,bar
63033,146,Salsa,bar
63034,28,Jazz,bar
63035,76,Bachata,bar
63036,46,Baladas,bar
63037,162,Crossover,bar
63038,101,Bachata,bar
63039,179,Bachata,bar
63040,156,Jazz,bar
63041,49,Salsa,bar
63042,151,Jazz,bar
63043,159,Salsa,bar
63044,61,Jazz,bar
63045,52,Jazz,bar
63046,62,Jazz,bar
63047,92,Salsa,bar
63048,132,Jazz,bar
63049,190,Baladas,bar
63050,26,Crossover,bar
63051,20,Salsa,bar
63052,27,Jazz,bar
63053,112,Salsa,bar
63054,129,Baladas,bar
63055,150,Bachata,bar
63056,189,Bachata,bar
63057,58,Salsa,bar
63058,106,Bachata,bar
63059,37,Baladas,bar
63060,140,Bachata,bar
63061,106,Jazz,bar
63062,48,Crossover,bar
63063,147,Jazz,bar
63064,194,Jazz,bar
63065,74,Crossover,bar
63066,159,Crossover,bar
63067,29,Jazz,bar
63068,34,Crossover,bar
63069,66,Crossover,bar
63070,162,Bachata,bar
63071,120,Salsa,bar
63072,22,Crossover,bar
63073,55,Baladas,bar
63074,22,Salsa,bar
63075,77,Bachata,bar
63076,183,Jazz,bar
63077,144,Crossover,bar
63078,181,Crossover,bar
63079,115,Baladas,bar
63080,169,Jazz,bar
63081,52,Jazz,bar
63082,91,Crossover,bar
63083,26,Crossover,bar
63084,144,Jazz,bar
63085,136,Salsa,bar
63086,131,Bachata,bar
63087,150,Crossover,bar
63088,36,Bachata,bar
63089,186,Baladas,bar
63090,101,Bachata,bar
63091,112,Salsa,bar
63092,85,Jazz,bar
63093,134,Baladas,bar
63094,44,Bachata,bar
63095,25,Baladas,bar
63096,136,Crossover,bar
63097,39,Salsa,bar
63098,59,Crossover,bar
63099,19,Salsa,bar
63100,188,Salsa,bar
63101,155,Baladas,bar
63102,115,Baladas,bar
63103,99,Crossover,bar
63104,115,Bachata,bar
63105,172,Baladas,bar
63106,68,Baladas,bar
63107,185,Salsa,bar
63108,34,Baladas,bar
63109,186,Jazz,bar
63110,49,Salsa,bar
63111,87,Salsa,bar
63112,116,Salsa,bar
63113,164,Baladas,bar
63114,32,Bachata,bar
63115,116,Jazz,bar
63116,43,Crossover,bar
63117,171,Jazz,bar
63118,140,Crossover,bar
63119,56,Baladas,bar
63120,119,Baladas,bar
63121,111,Salsa,bar
63122,200,Crossover,bar
63123,21,Salsa,bar
63124,16,Salsa,bar
63125,150,Crossover,bar
63126,189,Jazz,bar
63127,157,Salsa,bar
63128,41,Baladas,bar
63129,85,Baladas,bar
63130,197,Jazz,bar
63131,52,Crossover,bar
63132,29,Salsa,bar
63133,185,Jazz,bar
63134,41,Jazz,bar
63135,55,Jazz,bar
63136,139,Salsa,bar
63137,150,Crossover,bar
63138,147,Salsa,bar
63139,180,Crossover,bar
63140,199,Bachata,bar
63141,37,Jazz,bar
63142,198,Salsa,bar
63143,192,Bachata,bar
63144,73,Salsa,bar
63145,94,Salsa,bar
63146,125,Bachata,bar
63147,175,Jazz,bar
63148,179,Jazz,bar
63149,40,Baladas,bar
63150,10,Bachata,bar
63151,15,Crossover,bar
63152,29,Baladas,bar
63153,120,Jazz,bar
63154,37,Jazz,bar
63155,32,Jazz,bar
63156,122,Salsa,bar
63157,136,Baladas,bar
63158,166,Jazz,bar
63159,181,Jazz,bar
63160,65,Bachata,bar
63161,188,Bachata,bar
63162,169,Baladas,bar
63163,169,Baladas,bar
63164,166,Crossover,bar
63165,100,Crossover,bar
63166,75,Salsa,bar
63167,163,Bachata,bar
63168,193,Baladas,bar
63169,44,Bachata,bar
63170,13,Jazz,bar
63171,91,Bachata,bar
63172,31,Salsa,bar
63173,172,Salsa,bar
63174,148,Crossover,bar
63175,140,Bachata,bar
63176,99,Salsa,bar
63177,145,Jazz,bar
63178,86,Baladas,bar
63179,60,Crossover,bar
63180,111,Bachata,bar
63181,57,Crossover,bar
63182,49,Jazz,bar
63183,41,Salsa,bar
63184,59,Crossover,bar
63185,151,Baladas,bar
63186,143,Bachata,bar
63187,141,Salsa,bar
63188,49,Bachata,bar
63189,118,Crossover,bar
63190,108,Baladas,bar
63191,157,Salsa,bar
63192,91,Salsa,bar
63193,101,Crossover,bar
63194,95,Salsa,bar
63195,112,Baladas,bar
63196,97,Bachata,bar
63197,40,Jazz,bar
63198,118,Bachata,bar
63199,184,Baladas,bar
63200,119,Bachata,bar
63201,91,Bachata,bar
63202,96,Crossover,bar
63203,128,Jazz,bar
63204,151,Crossover,bar
63205,61,Crossover,bar
63206,49,Salsa,bar
63207,19,Jazz,bar
63208,108,Jazz,bar
63209,97,Crossover,bar
63210,25,Crossover,bar
63211,88,Crossover,bar
63212,108,Salsa,bar
63213,166,Jazz,bar
63214,56,Salsa,bar
63215,195,Bachata,bar
63216,35,Crossover,bar
63217,114,Baladas,bar
63218,155,Jazz,bar
63219,24,Baladas,bar
63220,69,Bachata,bar
63221,158,Jazz,bar
63222,199,Salsa,bar
63223,156,Bachata,bar
63224,78,Salsa,bar
63225,144,Salsa,bar
63226,54,Crossover,bar
63227,137,Crossover,bar
63228,80,Jazz,bar
63229,78,Baladas,bar
63230,40,Baladas,bar
63231,30,Bachata,bar
63232,46,Baladas,bar
63233,35,Crossover,bar
63234,177,Crossover,bar
63235,66,Jazz,bar
63236,150,Baladas,bar
63237,95,Crossover,bar
63238,118,Jazz,bar
63239,139,Bachata,bar
63240,182,Jazz,bar
63241,77,Jazz,bar
63242,65,Salsa,bar
63243,170,Salsa,bar
63244,197,Salsa,bar
63245,162,Bachata,bar
63246,188,Jazz,bar
63247,89,Jazz,bar
63248,166,Bachata,bar
63249,76,Baladas,bar
63250,197,Salsa,bar
63251,193,Crossover,bar
63252,57,Jazz,bar
63253,138,Bachata,bar
63254,91,Baladas,bar
63255,34,Crossover,bar
63256,131,Baladas,bar
63257,25,Salsa,bar
63258,154,Jazz,bar
63259,155,Baladas,bar
63260,111,Baladas,bar
63261,169,Baladas,bar
63262,82,Crossover,bar
63263,194,Bachata,bar
63264,174,Bachata,bar
63265,37,Baladas,bar
63266,74,Bachata,bar
63267,80,Salsa,bar
63268,112,Baladas,bar
63269,116,Baladas,bar
63270,18,Bachata,bar
63271,52,Baladas,bar
63272,54,Jazz,bar
63273,187,Crossover,bar
63274,126,Salsa,bar
63275,169,Baladas,bar
63276,154,Jazz,bar
63277,119,Baladas,bar
63278,11,Bachata,bar
63279,77,Crossover,bar
63280,25,Salsa,bar
63281,59,Baladas,bar
63282,119,Salsa,bar
63283,179,Salsa,bar
63284,181,Salsa,bar
63285,11,Crossover,bar
63286,167,Bachata,bar
63287,183,Baladas,bar
63288,40,Baladas,bar
63289,77,Baladas,bar
63290,14,Salsa,bar
63291,39,Baladas,bar
63292,133,Crossover,bar
63293,44,Bachata,bar
